iucn_sid,sciname,year,cat,cat_score,rgn_id,rgn_name,comname,ico_gl,ico_rgn_id,presence
2467,Balaena mysticetus,2015,LC,0,3,Beaufort,Bowhead,NA,3,Extant
2467,Balaena mysticetus,2015,LC,0,8,West Greenland,Bowhead,NA,8,Extant
2467,Balaena mysticetus,2015,LC,0,1,Alaska,Bowhead,NA,1,Extant
2467,Balaena mysticetus,2015,LC,0,2,Nunavut,Bowhead,NA,2,Extant
2467,Balaena mysticetus,2015,LC,0,3,Beaufort,Bowhead,NA,3,Extant
2467,Balaena mysticetus,2015,LC,0,8,West Greenland,Bowhead,NA,8,Extant
2467,Balaena mysticetus,2015,LC,0,1,Alaska,Bowhead,NA,1,Extant
2467,Balaena mysticetus,2015,LC,0,2,Nunavut,Bowhead,NA,2,Extant
2467,Balaena mysticetus,2015,LC,0,3,Beaufort,Bowhead,NA,3,Extant
2467,Balaena mysticetus,2015,LC,0,8,West Greenland,Bowhead,NA,8,Extant
2467,Balaena mysticetus,2015,LC,0,1,Alaska,Bowhead,NA,1,Extant
2467,Balaena mysticetus,2016,LC,0,2,Nunavut,Bowhead,NA,2,Extant
2467,Balaena mysticetus,2016,LC,0,3,Beaufort,Bowhead,NA,3,Extant
2467,Balaena mysticetus,2016,LC,0,8,West Greenland,Bowhead,NA,8,Extant
2467,Balaena mysticetus,2016,LC,0,1,Alaska,Bowhead,NA,1,Extant
2467,Balaena mysticetus,2016,LC,0,2,Nunavut,Bowhead,NA,2,Extant
2467,Balaena mysticetus,2016,LC,0,3,Beaufort,Bowhead,NA,3,Extant
2467,Balaena mysticetus,2016,LC,0,8,West Greenland,Bowhead,NA,8,Extant
2467,Balaena mysticetus,2016,LC,0,1,Alaska,Bowhead,NA,1,Extant
2467,Balaena mysticetus,2016,LC,0,2,Nunavut,Bowhead,NA,2,Extant
2467,Balaena mysticetus,2016,LC,0,3,Beaufort,Bowhead,NA,3,Extant
2467,Balaena mysticetus,2016,LC,0,8,West Greenland,Bowhead,NA,8,Extant
2467,Balaena mysticetus,2016,LC,0,1,Alaska,Bowhead,NA,1,Extant
2467,Balaena mysticetus,2016,LC,0,2,Nunavut,Bowhead,NA,2,Extant
2467,Balaena mysticetus,2016,LC,0,3,Beaufort,Bowhead,NA,3,Extant
2467,Balaena mysticetus,2016,LC,0,8,West Greenland,Bowhead,NA,8,Extant
2467,Balaena mysticetus,2016,LC,0,1,Alaska,Bowhead,NA,1,Extant
2467,Balaena mysticetus,2016,LC,0,2,Nunavut,Bowhead,NA,2,Extant
2467,Balaena mysticetus,2016,LC,0,3,Beaufort,Bowhead,NA,3,Extant
2467,Balaena mysticetus,2016,LC,0,8,West Greenland,Bowhead,NA,8,Extant
2467,Balaena mysticetus,2016,LC,0,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2e3,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2e3,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2e3,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2e3,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2e3,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2e3,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2e3,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2e3,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2e3,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2e3,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2e3,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2e3,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2e3,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2e3,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2e3,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2e3,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2e3,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2e3,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2e3,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2e3,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2001,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2001,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2001,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2001,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2001,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2001,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2001,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2001,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2001,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2001,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2001,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2001,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2001,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2001,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2001,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2001,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2001,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2001,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2001,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2001,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2002,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2002,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2002,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2002,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2002,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2002,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2002,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2002,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2002,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2002,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2002,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2002,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2002,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2002,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2002,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2002,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2002,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2002,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2002,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2002,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2003,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2003,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2003,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2003,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2003,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2003,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2003,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2003,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2003,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2003,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2003,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2003,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2003,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2003,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2003,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2003,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2003,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2003,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2003,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2003,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2004,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2004,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2004,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2004,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2004,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2004,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2004,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2004,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2004,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2004,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2004,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2004,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2004,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2004,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2004,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2004,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2004,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2004,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2004,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2004,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2005,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2005,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2005,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2005,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2005,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2005,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2005,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2005,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2005,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2005,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2005,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2005,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2005,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2005,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2005,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2005,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2005,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2005,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2005,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2005,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2006,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2006,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2006,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2006,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2006,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2006,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2006,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2006,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2006,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2006,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2006,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2006,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2006,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2006,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2006,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2006,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2006,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2006,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2006,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2006,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2007,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2007,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2007,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2007,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2007,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2007,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2007,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2007,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2007,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2007,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2007,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2007,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2007,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2007,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2007,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2007,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2007,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2007,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2007,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2007,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2008,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2008,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2008,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2008,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2008,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2008,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2008,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2008,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2008,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2008,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2008,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2008,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2008,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2008,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2008,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2008,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2008,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2008,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2008,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2008,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2009,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2009,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2009,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2009,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2009,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2009,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2009,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2009,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2009,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2009,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2009,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2009,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2009,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2009,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2009,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2009,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2009,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2009,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2009,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2009,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2010,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2010,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2010,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2010,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2010,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2010,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2010,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2010,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2010,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2010,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2010,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2010,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2010,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2010,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2010,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2010,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2010,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2010,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2010,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2010,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2011,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2011,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2011,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2011,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2011,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2011,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2011,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2011,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2011,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2011,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2011,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2011,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2011,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2011,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2011,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2011,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2011,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2011,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2011,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2011,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2012,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2012,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2012,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2012,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2012,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2012,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2012,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2012,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2012,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2012,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2012,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2012,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2012,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2012,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2012,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2012,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2012,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2012,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2012,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2012,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2013,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2013,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2013,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2013,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2013,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2013,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2013,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2013,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2013,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2013,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2013,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2013,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2013,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
2468,Balaena mysticetus,2013,CD,0.3,3,Beaufort,Bowhead,NA,3,Extant
2468,Balaena mysticetus,2013,CD,0.3,4,Russia,Bowhead,NA,4,Extant
2468,Balaena mysticetus,2013,CD,0.3,1,Alaska,Bowhead,NA,1,Extant
2468,Balaena mysticetus,2013,CD,0.3,2,Nunavut,Bowhead,NA,2,Extant
